Original Title,Title on Google Scholar,DOI,Year,Citation Link,Citation Counts on Google Scholar
How Patients Communicate about their Illness,How patients communicate about their illness,10.1111/j.1468-2958.1986.tb00083.x,1986,"https://scholar.google.com/scholar?cites=9558765326337426734&as_sdt=5,50&sciodt=0,50&hl=en",35
"Communication Satisfaction, Job Satisfaction, and Job Performance","Communication satisfaction, job satisfaction, and job performance",10.1111/j.1468-2958.1986.tb00084.x,1986,"https://scholar.google.com/scholar?cites=679326635017229959&as_sdt=5,50&sciodt=0,50&hl=en",991
Communication-Related Abilities and Upward Mobility: A Longitudinal Investigation,Communication‐related abilities and upward mobility: A longitudinal investigation,10.1111/j.1468-2958.1986.tb00085.x,1986,"https://scholar.google.com/scholar?cites=4680003681994816345&as_sdt=5,50&sciodt=0,50&hl=en",176
"Loneliness, Parasocial Interaction, and Local Television News Viewing","Loneliness, parasocial interaction, and local television news viewing",10.1111/j.1468-2958.1985.tb00071.x,1985,"https://scholar.google.com/scholar?cites=4399748446734537703&as_sdt=5,50&sciodt=0,50&hl=en",1652
Deception and Arousal: Isolating the Behavioral Correlates of Deception,Deception and arousal: Isolating the behavioral correlates of deception,10.1111/j.1468-2958.1985.tb00072.x,1985,"https://scholar.google.com/scholar?cites=6352858265046817178&as_sdt=5,50&sciodt=0,50&hl=en",209
Discussion Procedures and Decision-Making Performance: A Test of a Functional Perspective,Discussion procedures and decision‐making performance: A test of a functional perspective,10.1111/j.1468-2958.1985.tb00073.x,1985,"https://scholar.google.com/scholar?cites=4943616507849864249&as_sdt=5,50&sciodt=0,50&hl=en",258
The “Competent Communicator” as a Cognitive Prototype,The “competent communicator” as a cognitive prototype,10.1111/j.1468-2958.1985.tb00074.x,1985,"https://scholar.google.com/scholar?cites=4381162179436760897&as_sdt=5,50&sciodt=0,50&hl=en",98
Anticipated Interaction and Information Seeking,Anticipated interaction and information seeking,10.1111/j.1468-2958.1985.tb00075.x,1985,"https://scholar.google.com/scholar?cites=1687449515512255690&as_sdt=5,50&sciodt=0,50&hl=en",21
Communication Factors Related to Closer International Ties,Communication factors related to closer international ties,10.1111/j.1468-2958.1985.tb00076.x,1985,"https://scholar.google.com/scholar?cites=1718917234640685333&as_sdt=5,50&sciodt=0,50&hl=en",17
Linking Attitudes and Behavioral Criteria,Linking attitudes and behavioral criteria,10.1111/j.1468-2958.1985.tb00077.x,1985,"https://scholar.google.com/scholar?cites=11061321923437316960&as_sdt=5,50&sciodt=0,50&hl=en",17
Analyzing Utterances as the Observational Unit,Analyzing utterances as the observational unit,10.1111/j.1468-2958.1985.tb00078.x,1985,"https://scholar.google.com/scholar?cites=13851441440083803186&as_sdt=5,50&sciodt=0,50&hl=en",19
Relational Schemata: A Test of Alternative Forms of Relational Knowledge as Guides to Communication,Relational schemata: A test of alternative forms of relational knowledge as guides to communication,10.1111/j.1468-2958.1985.tb00064.x,1985,"https://scholar.google.com/scholar?cites=4215761503969690800&as_sdt=5,50&sciodt=0,50&hl=en",206
Conceptualizing Conversational Complexity,Conceptualizing conversational complexity,10.1111/j.1468-2958.1985.tb00065.x,1985,"https://scholar.google.com/scholar?cites=8772448051315688014&as_sdt=5,50&sciodt=0,50&hl=en",50
"A Transactional Analysis of Compliance-Gaining Behavior: Effects of Noncompliance, Relational Contexts, and Actors’ Gender","A TRANSACTIONAL ANALYSIS OF COMPLIANCE‐GAINING BEHAVIOR: Effects of Noncompliance, Relational Contexts, and Actors' Gender",10.1111/j.1468-2958.1985.tb00066.x,1985,"https://scholar.google.com/scholar?cites=11401649165423235496&as_sdt=5,50&sciodt=0,50&hl=en",131
Communicating Peer Feedback in a Task Group,Communicating peer feedback in a task group,10.1111/j.1468-2958.1985.tb00067.x,1985,"https://scholar.google.com/scholar?cites=9868363187643551078&as_sdt=5,50&sciodt=0,50&hl=en",29
Romantic Relationships at Work: Organizational and Personal Influences,Romantic relationships at work: Organizational and personal influences,10.1111/j.1468-2958.1985.tb00068.x,1985,"https://scholar.google.com/scholar?cites=6642748943292416393&as_sdt=5,50&sciodt=0,50&hl=en",70
Superiors' Argumentativeness and Verbal Aggressiveness as Predictors of Subordinates' Satisfaction,Superiors' argumentativeness and verbal aggressiveness as predictors of subordinates' satisfaction,10.1111/j.1468-2958.1985.tb00069.x,1985,"https://scholar.google.com/scholar?cites=14997040618756697628&as_sdt=5,50&sciodt=0,50&hl=en",210
Program Selection with Abundance of Choice: A Process Model,Program selection with abundance of choice: A process model,10.1111/j.1468-2958.1985.tb00070.x,1985,"https://scholar.google.com/scholar?cites=6076506905258879377&as_sdt=5,50&sciodt=0,50&hl=en",269
Family Mediation Patterns and Television Viewing: Young Children's Use and Grasp of the Medium,Family mediation patterns and television viewing: Young children's use and grasp of the medium,10.1111/j.1468-2958.1985.tb00056.x,1985,"https://scholar.google.com/scholar?cites=11893076743711905406&as_sdt=5,50&sciodt=0,50&hl=en",237
Male/Female Language Differences and Attributional Consequences in Children's Television,Male/female language differences and attributional consequences in a public speaking situation: Toward an explanation of the gender‐linked language effect,10.1111/j.1468-2958.1985.tb00057.x,1985,"https://scholar.google.com/scholar?cites=1738745688784487025&as_sdt=5,50&sciodt=0,50&hl=en",165
Characteristics of Applicants’ Questions and Employment Screening Interview Outcomes,CHARACTERISTICS OF APPLICANTS'QUESTIONS AND EMPLOYMENT SCREENING INTERVIEW OUTCOMES,10.1111/j.1468-2958.1985.tb00058.x,1985,"https://scholar.google.com/scholar?cites=4733256503492422276&as_sdt=5,50&sciodt=0,50&hl=en",29
Source-Related Determinants of Perceived Job Scope,Source-related determinants of perceived job scope,10.1111/j.1468-2958.1985.tb00059.x,1985,"https://scholar.google.com/scholar?cites=6417710455291488623&as_sdt=5,50&sciodt=0,50&hl=en",18
Systematic Biases in Coded Social Interaction Data,Systematic biases in coded social interaction data,10.1111/j.1468-2958.1985.tb00060.x,1985,"https://scholar.google.com/scholar?cites=10149113409425768898&as_sdt=5,50&sciodt=0,50&hl=en",22
The Construct of Arousal in Communication Research,The construct of arousal in communication research,10.1111/j.1468-2958.1985.tb00061.x,1985,"https://scholar.google.com/scholar?cites=12977441180069490581&as_sdt=5,50&sciodt=0,50&hl=en",38
Events that Increase Uncertainty in Personal Relationships,Events that increase uncertainty in personal relationships sally planalp,10.1111/j.1468-2958.1985.tb00062.x,1985,"https://scholar.google.com/scholar?cites=2523659644156259822&as_sdt=5,50&sciodt=0,50&hl=en",429
Is Construct Differentiation Loquacity? A Motivational Perspective,Is construct differentiation loquacity? A motivational perspective,10.1111/j.1468-2958.1985.tb00063.x,1985,"https://scholar.google.com/scholar?cites=504535977872677615&as_sdt=5,50&sciodt=0,50&hl=en",98
“Second-Guessing”: Message Interpretation in Social Networks,“Second‐guessing” Message interpretation in social networks,10.1111/j.1468-2958.1985.tb00050.x,1985,"https://scholar.google.com/scholar?cites=1742899944433108314&as_sdt=5,50&sciodt=0,50&hl=en",66
Planning and Control of Behavior during Deception,Planning and control of behavior during deception,10.1111/j.1468-2958.1985.tb00051.x,1985,"https://scholar.google.com/scholar?cites=3284535426982950894&as_sdt=5,50&sciodt=0,50&hl=en",166
Social Information and Employee Anxiety about Organizational Change,Social information and employee anxiety about organizational change,10.1111/j.1468-2958.1985.tb00052.x,1985,"https://scholar.google.com/scholar?cites=1017650437668932312&as_sdt=5,50&sciodt=0,50&hl=en",292
Relational Distance in Managing Conflict,Relational distance in managing conflict,10.1111/j.1468-2958.1985.tb00053.x,1985,"https://scholar.google.com/scholar?cites=8593821634906743090&as_sdt=5,50&sciodt=0,50&hl=en",33
"A Cross-Cultural Test of Uncertainty Reduction Theory: Comparisons of Acquaintances, Friends, and Dating Relationships in Japan, Korea, and the United States","A cross‐cultural test of uncertainty reduction theory: Comparisons of acquaintances, friends, and dating relationships in Japan, Korea, and the United States",10.1111/j.1468-2958.1985.tb00054.x,1985,"https://scholar.google.com/scholar?cites=15201947011331940472&as_sdt=5,50&sciodt=0,50&hl=en",286
Speech Convergence and Speech Evaluation in Fact-Finding Interviews,Speech convergence and speech evaluation in fact-finding interviews,10.1111/j.1468-2958.1984.tb00043.x,1984,"https://scholar.google.com/scholar?cites=8506426110651886652&as_sdt=5,50&sciodt=0,50&hl=en",262
“Secret Tests”: Social Strategies for Acquiring Information About the State of the Relationship,“Secret tests” social strategies for acquiring information about the state of the relationship,10.1111/j.1468-2958.1984.tb00044.x,1984,"https://scholar.google.com/scholar?cites=10340713624676585439&as_sdt=5,50&sciodt=0,50&hl=en",331
Initial Interaction Scripts: When Knowing is Behaving,Initial interaction scripts: When knowing is behaving,10.1111/j.1468-2958.1984.tb00045.x,1984,"https://scholar.google.com/scholar?cites=2421285896034136053&as_sdt=5,50&sciodt=0,50&hl=en",65
Spoken Language Indices of Uncertainty,Spoken language indices of uncertainty,10.1111/j.1468-2958.1984.tb00046.x,1984,"https://scholar.google.com/scholar?cites=8565336406970860900&as_sdt=5,50&sciodt=0,50&hl=en",56
Cognitive and Motivational Influences on Spontaneous Comforting Behavior,Cognitive and motivational influences on spontaneous comforting behavior,10.1111/j.1468-2958.1984.tb00047.x,1984,"https://scholar.google.com/scholar?cites=10765122558296138481&as_sdt=5,50&sciodt=0,50&hl=en",128
Coorientation on Communication Rules in Managerial Dyads,Coorientation on communication rules in managerial dyads,10.1111/j.1468-2958.1984.tb00048.x,1984,"https://scholar.google.com/scholar?cites=4027356269830600745&as_sdt=5,50&sciodt=0,50&hl=en",85
Face Support in Controlling Poor Performance,Face support in controlling poor performance,10.1111/j.1468-2958.1984.tb00049.x,1984,"https://scholar.google.com/scholar?cites=12068667778965891621&as_sdt=5,50&sciodt=0,50&hl=en",104
Social Support and Life Stress: New Directions for Communication Research,Social support and life stress: New directions for communication research,10.1111/j.1468-2958.1984.tb00036.x,1984,"https://scholar.google.com/scholar?cites=11942995170352551933&as_sdt=5,50&sciodt=0,50&hl=en",411
Individual Differences and Relational Interdependences in Social Interaction,Individual differences and relational interdependences in social interaction,10.1111/j.1468-2958.1984.tb00037.x,1984,"https://scholar.google.com/scholar?cites=8479847828533383601&as_sdt=5,50&sciodt=0,50&hl=en",35
Speech Preparation Processes and Verbal Fluency,Speech preparation processes and verbal fluency,10.1111/j.1468-2958.1984.tb00038.x,1984,"https://scholar.google.com/scholar?cites=5585823586217901506&as_sdt=5,50&sciodt=0,50&hl=en",97
Power Strategies in Organizations: Communication Techniques and Messages,Power strategies in organizations: Communication techniques and messages,10.1111/j.1468-2958.1984.tb00039.x,1984,"https://scholar.google.com/scholar?cites=4975302238023597409&as_sdt=5,50&sciodt=0,50&hl=en",75
The Effect of Television and Radio on Children's Creativity,The effect of television and radio on children's creativity,10.1111/j.1468-2958.1984.tb00040.x,1984,"https://scholar.google.com/scholar?cites=16053038696672890733&as_sdt=5,50&sciodt=0,50&hl=en",85
Corrections to Lag Sequential Results in Communication Research: An Introduction,Corrections to lag sequential results in communication research: An introduction,10.1111/j.1468-2958.1984.tb00041.x,1984,"https://scholar.google.com/scholar?cites=14883320931918314170&as_sdt=5,50&sciodt=0,50&hl=en",8
Sequential-Request Persuasive Strategies: Meta-Analysis of Foot-in-the-Door and Door-in-the-Face,Sequential-request persuasive strategies: Meta-analysis of foot-in-the-door and door-in-the-face,10.1111/j.1468-2958.1984.tb00028.x,1984,"https://scholar.google.com/scholar?cites=3104960719670875247&as_sdt=5,50&sciodt=0,50&hl=en",329
"Contingency Rules Theory, Context, and Compliance Behaviors","Contingency rules theory, context, and compliance behaviors",10.1111/j.1468-2958.1984.tb00029.x,1984,"https://scholar.google.com/scholar?cites=10772762774428708738&as_sdt=5,50&sciodt=0,50&hl=en",83
The Discourse of Requests: Assessment of a Compliance-Gaining Approach,The discourse of requests: Assessment of a compliance‐gaining approach,10.1111/j.1468-2958.1984.tb00030.x,1984,"https://scholar.google.com/scholar?cites=14717595646008517731&as_sdt=5,50&sciodt=0,50&hl=en",147
Compliance-Gaining Message Selection Behavior,Compliance-gaining message selection behavior,10.1111/j.1468-2958.1984.tb00031.x,1984,"https://scholar.google.com/scholar?cites=18072965148617580229&as_sdt=5,50&sciodt=0,50&hl=en",137
Decision-Making Procedure and Decision Quality,Decision‐making procedure and decision quality,10.1111/j.1468-2958.1984.tb00032.x,1984,"https://scholar.google.com/scholar?cites=15612054567164171902&as_sdt=5,50&sciodt=0,50&hl=en",143
A Component Model of Relational Competence,A component model of relational competence,10.1111/j.1468-2958.1984.tb00033.x,1984,"https://scholar.google.com/scholar?cites=3771482364263953670&as_sdt=5,50&sciodt=0,50&hl=en",327
