year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,1,US,M,White,Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,2,US,F,White,Education
2001,Journal of Communication,1,US,M,White,Education
2001,Journal of Communication,1,US,M,White,Education
2001,Journal of Communication,1,US,M,White,Non Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,1,US,M,White,Education
2001,Journal of Communication,1,US,M,White,Education
2001,Journal of Communication,1,US,M,White,Education
2001,Journal of Communication,2,US,F,White,Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,2,US,M,White,Non Education
2001,Journal of Communication,3,US,F,White,Non Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,2,US,M,White,Non Education
2001,Journal of Communication,3,US,F,White,Education
2001,Journal of Communication,4,US,M,White,Non Education
2001,Journal of Communication,5,US,F,White,Non Education
2001,Journal of Communication,6,PH,F,White,Education
2001,Journal of Communication,7,US,F,White,Non Education
2001,Journal of Communication,8,US,F,White,Non Education
2001,Journal of Communication,9,US,F,White,Non Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,2,US,M,White,Education
2001,Journal of Communication,1,US,M,Black,Education
2001,Journal of Communication,1,US,M,Asian,Education
2001,Journal of Communication,2,CN,M,White,Education
2001,Journal of Communication,3,CN,M,Asian,Education
2001,Journal of Communication,4,CN,M,Asian,Education
2001,Journal of Communication,1,US,M,White,Education
2001,Journal of Communication,2,US,M,White,Education
2001,Journal of Communication,3,IN,M,White,Non Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,2,US,M,White,Education
2001,Journal of Communication,3,CA,F,White,Education
2001,Journal of Communication,4,AU,F,White,Education
2001,Journal of Communication,5,US,M,White,Education
2001,Journal of Communication,6,CA,M,White,Education
2001,Journal of Communication,1,US,M,White,Education
2001,Journal of Communication,2,US,M,White,Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,1,DE,M,White,Education
2001,Journal of Communication,2,DE,M,White,Non Education
2001,Journal of Communication,1,US,F,White,Education
2001,Journal of Communication,2,US,F,White,Education
2001,Journal of Communication,3,US,M,White,Education
2001,Journal of Communication,1,DE,M,White,Education
2001,Journal of Communication,2,DE,M,White,Non Education
2001,Journal of Communication,1,PH,F,White,Education
2000,Journal of Communication,1,US,F,White,Education
2000,Journal of Communication,2,US,M,White,Education
2000,Journal of Communication,3,US,F,White,Non Education
2000,Journal of Communication,1,US,M,White,Education
2000,Journal of Communication,2,US,M,Asian,Education
2000,Journal of Communication,3,US,F,Asian,Education
2000,Journal of Communication,4,US,F,Asian,Education
2000,Journal of Communication,5,US,F,Asian,Education
2000,Journal of Communication,6,US,M,White,Education
2000,Journal of Communication,7,US,F,White,Education
2000,Journal of Communication,1,US,M,White,Education
2000,Journal of Communication,1,US,F,Hispanic,Education
2000,Journal of Communication,1,US,F,White,Education
2000,Journal of Communication,1,US,M,White,Education
2000,Journal of Communication,2,US,M,White,Education
2000,Journal of Communication,1,US,M,White,Education
2000,Journal of Communication,2,US,M,White,Education
2000,Journal of Communication,3,US,F,White,Education
2000,Journal of Communication,4,US,M,White,Education
2000,Journal of Communication,1,US,M,White,Education
2000,Journal of Communication,1,GB,F,White,Education
2000,Journal of Communication,1,US,M,White,Education
2000,Journal of Communication,2,US,F,Asian,Education
2000,Journal of Communication,1,US,F,White,Education
2000,Journal of Communication,2,US,F,White,Education
2000,Journal of Communication,1,GB,F,White,Education
2000,Journal of Communication,2,UK,F,White,Education
2000,Journal of Communication,1,GB,F,White,Education
2000,Journal of Communication,1,US,M,White,Education
2000,Journal of Communication,1,US,F,White,Education
2000,Journal of Communication,1,US,F,White,Education
2000,Journal of Communication,1,US,F,White,Education
2000,Journal of Communication,1,US,F,Asian,Education
2000,Journal of Communication,1,IL,M,White,Education
2000,Journal of Communication,1,US,M,White,Education
2000,Journal of Communication,2,ES,M,Hispanic,Education
2000,Journal of Communication,3,MX,M,Hispanic,Education
2000,Journal of Communication,1,NL,F,White,Education
2000,Journal of Communication,2,NL,F,White,Education
2000,Journal of Communication,1,US,M,Asian,Education
2000,Journal of Communication,1,US,M,White,Education
2000,Journal of Communication,2,US,M,White,Education
2000,Journal of Communication,1,US,F,White,Education
2000,Journal of Communication,1,DE,M,White,Education
2000,Journal of Communication,2,NL,M,White,Education
2000,Journal of Communication,1,US,F,White,Education
2000,Journal of Communication,1,US,M,White,Education
2000,Journal of Communication,2,US,M,White,Education
2000,Journal of Communication,3,KR,M,Asian,Education
2000,Journal of Communication,1,US,F,Asian,Non Education
2000,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,2,US,M,White,Non Education
1999,Journal of Communication,3,US,M,Asian,Education
1999,Journal of Communication,4,US,M,Asian,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,2,US,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,2,US,F,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,2,US,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,2,SG,M,White,Education
1999,Journal of Communication,1,US,F,White,Education
1999,Journal of Communication,2,US,F,White,Education
1999,Journal of Communication,1,US,F,White,Education
1999,Journal of Communication,1,US,F,White,Education
1999,Journal of Communication,1,US,F,Asian,Education
1999,Journal of Communication,1,IL,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,2,UK,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,1,NL,F,White,Education
1999,Journal of Communication,2,NL,F,White,Education
1999,Journal of Communication,1,US,F,White,Education
1999,Journal of Communication,1,NZ,F,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,1,US,F,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,2,US,M,White,Education
1999,Journal of Communication,3,US,M,Asian,Education
1999,Journal of Communication,1,DE,M,White,Education
1999,Journal of Communication,2,US,F,White,Education
1999,Journal of Communication,1,US,F,White,Education
1999,Journal of Communication,2,US,M,White,Non Education
1999,Journal of Communication,1,US,F,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,2,US,M,White,Education
1999,Journal of Communication,1,US,F,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,1,US,M,White,Education
1999,Journal of Communication,2,US,M,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,2,US,F,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,2,US,F,White,Education
1998,Journal of Communication,3,US,F,White,Education
1998,Journal of Communication,1,US,M,Asian,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,2,AU,M,White,Education
1998,Journal of Communication,3,AU,M,White,Education
1998,Journal of Communication,1,US,F,White,Education
1998,Journal of Communication,2,US,F,White,Education
1998,Journal of Communication,3,US,F,White,Education
1998,Journal of Communication,1,US,F,White,Education
1998,Journal of Communication,1,US,F,White,Education
1998,Journal of Communication,2,US,F,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,1,US,F,White,Education
1998,Journal of Communication,2,US,M,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,2,US,M,White,Education
1998,Journal of Communication,3,US,F,Asian,Education
1998,Journal of Communication,1,US,F,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,2,US,M,White,Education
1998,Journal of Communication,1,AU,M,White,Education
1998,Journal of Communication,1,GB,M,Asian,Education
1998,Journal of Communication,2,AU,M,White,Education
1998,Journal of Communication,3,AU,F,White,Education
1998,Journal of Communication,1,US,F,White,Education
1998,Journal of Communication,2,US,M,Hispanic,Education
1998,Journal of Communication,1,ES,M,Hispanic,Education
1998,Journal of Communication,1,US,F,White,Education
1998,Journal of Communication,1,GB,M,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,1,US,F,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,1,US,M,White,Education
1998,Journal of Communication,2,US,M,Asian,Education
1997,Journal of Communication,1,US,M,White,Education
1997,Journal of Communication,2,US,F,White,Education
1997,Journal of Communication,3,US,M,White,Education
1997,Journal of Communication,4,US,F,White,Education
1997,Journal of Communication,5,SG,F,Asian,Education
1997,Journal of Communication,6,US,M,White,Education
1997,Journal of Communication,7,US,M,White,Education
1997,Journal of Communication,1,US,M,White,Education
1997,Journal of Communication,2,US,M,White,Education
1997,Journal of Communication,1,US,M,White,Education
1997,Journal of Communication,1,US,M,White,Education
1997,Journal of Communication,1,GB,F,White,Education
1997,Journal of Communication,2,GB,F,White,Education
1997,Journal of Communication,3,GB,M,White,Education
1997,Journal of Communication,1,ES,M,White,Education
1997,Journal of Communication,1,US,F,White,Education
