doi,url,title,journal,authorName,gscholarLink,firstName,gender,gender_prob,gender_basedon,genderAgree,gender_api,gender_accu,gender_samples,lastName,race,affiliation,ror_affname,ror_id,ror_afftype,us_state,ror_country
10.1111/j.1460-2466.2002.tb02583.x,https://academic.oup.com/joc/article/52/4/955/4110057,Young Females' Images of Motherhood in Relation to Television Viewing,Journal of Communication,Carine T. G. M. Ex,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carine+Ex,Carine,female,0.98,22815,True,female,98,13515,Ex,white,"1 Carine T. G. M. Ex is a researcher at the University of Nijmegen Institute of Family Studies, where Jan M. A. M. Janssens is a professor. Hubert P. L. M. Korzilius is an assistant professor in statistics and methodology in the Department of Business Communication Studies at the University of Nijmegen",Matson & Associates,https://ror.org/03nx3a052,Nonprofit,Pennsylvania,US
10.1111/jcom.12166,https://academic.oup.com/joc/article/65/4/619/4082315,"In Related News, That was Wrong: The Correction of Misinformation Through Related Stories Functionality in Social Media",Journal of Communication,Emily K. Vraga,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Emily+Vraga,Emily,female,0.98,16379,True,female,98,36641,Vraga,white,"2 School of Journalism and Mass Communication, University of Wisconsin-Madison, Madison, WI 53703, USA",University of Wisconsin–Madison,https://ror.org/01y2jtd41,Education,,US
10.1111/j.1083-6101.2005.tb00259.x,https://academic.oup.com/jcmc/article/10/3/JCMC1034/4614509,"Researching Internet-Based Populations: Advantages and Disadvantages of Online Survey Research, Online Questionnaire Authoring Software Packages, and Web Survey Services",Journal of Computer-Mediated Communication,Kevin B. Wright,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kevin+Wright,Kevin,male,0.99,157365,True,male,99,140160,Wright,white,"1 (Ph.D. University of Oklahoma 1999) is an assistant professor in the Department of Communication at the University of Oklahoma. The majority of his research has focused on computer-mediated support groups and health outcomes for people with health concerns, interpersonal communication issues within the context of computer-mediated interaction, and online survey methodology. More information is available at: http://www.ou.edu/cas/deptcomm/facpages/wright.html",The University of Texas at Arlington,https://ror.org/019kgqr73,Education,Texas,US
10.1111/j.1468-2958.2009.01346.x,https://academic.oup.com/hcr/article/35/2/248/4107485,Introduction to the Colloquy,Human Communication Research,Joseph A. Bonito,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Bonito,Joseph,male,0.99,60259,True,male,99,63161,Bonito,white,1 University of Arizona,University of Arizona,https://ror.org/03m2x1q45,Education,,US
10.1111/j.1460-2466.1976.tb01915.x,https://academic.oup.com/joc/article/26/3/124/4553836,The Social Contexts of Humor,Journal of Communication,Charles Winick,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Winick,Charles,male,0.99,49331,True,male,98,52754,Winick,white,"1 Charles Winick is Professor of Sociology at the City College, CUNY","Queens College, CUNY",https://ror.org/03v8adn41,Education,New York,US
10.1111/j.1083-6101.2006.00028.x,https://academic.oup.com/jcmc/article/11/2/577/4617734,"Iming, Text Messaging, and Adolescent Social Networks",Journal of Computer-Mediated Communication,J. Alison Bryant,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Bryant,J.,,0,0,False,male,82,2236,Bryant,white,1 Department of Telecommunications Indiana University,Indiana State Department of Education,https://ror.org/03k25vb36,Government,Indiana,US
10.1111/j.1083-6101.2007.00369.x,https://academic.oup.com/jcmc/article/12/4/1183/4582976,"Configurations of Relationships in Different Media: FtF, Email, Instant Messenger, Mobile Phone, and SMS",Journal of Computer-Mediated Communication,Ronald E. Rice,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ronald+Rice,Ronald,male,0.99,23684,True,male,99,20480,Rice,white,"4 Department of Communication University of California, Santa Barbara","University of California, Santa Barbara",https://ror.org/02t274463,Education,,US
10.1111/j.1468-2958.1984.tb00039.x,https://academic.oup.com/hcr/article/11/1/85/4587798,Power Strategies in Organizations: Communication Techniques and Messages,Human Communication Research,Leonard M. Davis,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leonard+Davis,Leonard,male,0.99,7781,True,male,98,7077,Davis,white,"2 Leonard M. Davis (Ph.D., Northwestern University, 1958) is a professor of speech communication at West Virginia University",West Virginia University at Parkersburg,https://ror.org/00k5m1279,Education,West Virginia,US
10.1111/j.1460-2466.1985.tb01891.x,https://academic.oup.com/joc/article/35/1/149/4282876,Religious Communication and Popular Piety,Journal of Communication,Gregor Goethals,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gregor+Goethals,Gregor,male,0.99,4834,True,male,99,3274,Goethals,white,1 Gregor Goethals is Professor of Art History and Director of Graduate Studies at the Rhode Island School of Design,Rhode Island School of Design,https://ror.org/04mxsc976,Education,Rhode Island,US
10.1111/j.1468-2958.1989.tb00188.x,https://academic.oup.com/hcr/article/15/3/323/4587707,Decision Development in Small Groups IV: A Typology of Group Decision Paths,Human Communication Research,Marshall Scott Poole,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marshall+Poole,Marshall,male,0.96,1693,True,male,98,2759,Poole,white,"1 Marshall Scott Poole (Ph.D., University of Wisconsin) is associate professor of speech-communication at the University of Minnesota, Twin Cities",University of Minnesota,https://ror.org/017zqws13,Education,,US
10.1111/j.1460-2466.1975.tb00636.x,https://academic.oup.com/joc/article/25/4/35/4553757,The Developing Child as Viewer,Journal of Communication,W. Andrew Collins,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Collins,W.,,0,0,False,male,80,260,Collins,white,"1 W. Andrew Collins is Associate Professor at the Institute of Child Development, University of Minnesota",Child Development Associate,https://ror.org/02x9c0555,Nonprofit,District of Columbia,US
10.1111/j.1460-2466.2011.01571.x,https://academic.oup.com/joc/article/61/4/689/4098481,A Communicative Approach to Social Capital,Journal of Communication,Hernando Rojas,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hernando+Rojas,Hernando,male,0.98,555,True,male,99,913,Rojas,hispanic,"1 School of Journalism and Mass Communication, University of Wisconsin–Madison, Madison, WI 53706, USA",University of Wisconsin–Madison,https://ror.org/01y2jtd41,Education,,US
10.1111/j.1468-2885.2002.tb00277.x,https://academic.oup.com/ct/article/12/4/423/4110774,Humorous Communication: Finding a Place for Humor in Communication Research,Communication Theory,Owen H. Lynch,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Owen+Lynch,Owen,male,0.98,4067,True,male,98,5721,Lynch,white,1 Owen Hanley Lynch is a doctoral candidate at Texas A&amp;M University in the Department of Speech Communication.,Texas A&M University at Qatar,https://ror.org/03vb4dm14,Education,,QA
10.1111/j.1083-6101.2000.tb00114.x,https://academic.oup.com/jcmc/article/6/1/JCMC615/4584255,Community Development among Distance Learners: Temporal and Technological Dimensions,Journal of Computer-Mediated Communication,Michelle M. Kazmer,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michelle+Kazmer,Michelle,female,0.98,66334,True,female,97,66957,Kazmer,white,"2 Doctoral student in the Graduate School of Library and Information Science, University of Illinois at Urbana-Champaign. Her research area is knowledge-building communities in which members communicate primarily through computer media and are not physically collocated. Currently, she is focusing on how individuals enter into and “disengage” from these communities.",Communities in School,https://ror.org/02m5ztg20,Nonprofit,Virginia,US
10.1111/j.1468-2958.1990.tb00224.x,https://academic.oup.com/hcr/article/16/4/603/4575803,Training Observers to Detect Deception: Effects of Self-Monitoring and Rehearsal,Human Communication Research,Gerald R. Miller,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gerald+Miller,Gerald,male,0.99,13923,True,male,99,11899,Miller,white,2 Gerald R. Miller is Professor of Communication at Michigan State University,Gerald R. Ford Presidential Foundation,https://ror.org/02hk69q89,Nonprofit,Michigan,US
10.1093/hcr/hqaa015,https://academic.oup.com/hcr/article/47/2/105/6056783,Self-Conscious Emotions and Esteem Support: The Effectiveness of Esteem Support in Alleviating State Shame and Guilt,Human Communication Research,Amanda Allard,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amanda+Allard,Amanda,female,0.98,49026,True,female,98,64384,Allard,white,"Department of Communication, Michigan State University , MI 48824,  USA",Michigan State University,https://ror.org/05hs6h993,Education,,US
10.1111/hcre.12090,https://academic.oup.com/hcr/article/42/4/619/4064734,Do Our Facebook Friends Make Us Feel Worse? A Study of Social Comparison and Emotion,Human Communication Research,Cong Li,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cong+Li,Cong,male,0.84,368,True,male,92,975,Li,Asian,"1 School of Communication, University of Miami, Coral Gables, FL 33146, USA,",University of Miami,https://ror.org/02dgjyy92,Education,Florida,US
10.1111/jcom.12108,https://academic.oup.com/joc/article/64/4/590/4086023,The Mutual Reinforcement of Media Selectivity and Effects: Testing the Reinforcing Spirals Framework in the Context of Global Warming,Journal of Communication,Lauren Feldman,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lauren+Feldman,Lauren,female,0.9,8924,True,female,97,25933,Feldman,white,"1 School of Communication and Information, Rutgers University, New Brunswick, NJ, 08901, USA",University of New Brunswick,https://ror.org/05nkf0n29,Education,New Brunswick,CA
10.1093/ct/qty021,https://academic.oup.com/ct/article/29/1/46/5074546,From Frontier to Field: Old and New Theoretical Directions in Mobile Communication Studies,Communication Theory,Scott W Campbell,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Scott+Campbell,Scott,male,0.99,31815,True,male,100,48262,Campbell,white,"Department of Communication Studies, University of Michigan, Ann Arbor, MI, USA",University of Michigan–Ann Arbor,https://ror.org/00jmfr291,Education,,US
10.1111/j.1460-2466.1970.tb00895.x,https://academic.oup.com/joc/article/20/4/370/4560840,Police Image: An Exploratory Study,Journal of Communication,Gustav W. Friedrich,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gustav+Friedrich,Gustav,male,0.98,2901,True,male,98,2517,Friedrich,white,"2 Gustav W. Friedrich (Ph.D., University of Kansas, 1968) is Assistant Professor of Communication at Purdue University and a Senior Staff Member of the Communication Research Center, with primary interests in Interpersonal communication and communication Education",Communication University of China,https://ror.org/04facbs33,Education,,CN
10.1111/comt.12103,https://academic.oup.com/ct/article/27/2/176/4061237,Theoretical Approaches to Normativity in Communication Research,Communication Theory,Claudia Auer,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Claudia+Auer,Claudia,female,0.98,118604,True,female,98,72003,Auer,white,"1 Institute of Media and Communication Science, Technische Universität Ilmenau, Germany",Technische Universität Ilmenau,https://ror.org/01weqhp73,Education,,DE
10.1111/j.1460-2466.1981.tb01233.x,https://academic.oup.com/joc/article/31/2/97/4371939,"Innovation in the Movies, 1939–1976",Journal of Communication,Heather Tully,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Heather+Tully,Heather,female,0.98,6049,True,female,99,26287,Tully,white,2 Heather Tully is a doctoral student in psychology at Syracuse University,Syracuse University,https://ror.org/025r5qe02,Education,,US
10.1093/ct/qtz009,https://academic.oup.com/ct/article/30/3/310/5490484,Communication and (Un)Inspired Terror: Toward a Theory of Phatic Violence,Communication Theory,Piotr M Szpunar,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Piotr+Szpunar,Piotr,male,1,88789,True,male,99,45729,Szpunar,white,"Department of Communication, University at Albany , Albany, NY,  USA","University at Albany, State University of New York",https://ror.org/012zs8222,Education,New York,US
10.1111/j.1460-2466.1974.tb00397.x,https://academic.oup.com/joc/article/24/3/112/4553651,Video Support in the Criminal Courts,Journal of Communication,Francis J. Taillefer,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Francis+Taillefer,Francis,male,0.94,38777,True,male,94,31198,Taillefer,white,1 National Center for State Courts,National Center for State Courts,https://ror.org/049c2z606,Nonprofit,Virginia,US
10.1111/j.1460-2466.1973.tb00952.x,https://academic.oup.com/joc/article/23/3/328/4553575,Optimal Heterophily and Communication Effectiveness: Some Empirical Findings,Journal of Communication,W. Thomas Anderson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Anderson,W.,,0,0,False,male,80,260,Anderson,white,,,,,,
10.1111/jcom.12042,https://academic.oup.com/joc/article/63/4/661/4085980,The Relationship Between Message Recall and Persuasion: More Complex Than It Seems*,Journal of Communication,Christopher J. Carpenter,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christopher+Carpenter,Christopher,male,0.99,53539,True,male,99,55041,Carpenter,white,"1 Department of Communication, Western Illinois University, Macomb, IL, 61455, USA",Western Illinois University,https://ror.org/02sshz518,Education,Illinois,US
10.1093/hcr/hqy012,https://academic.oup.com/hcr/article/45/1/27/5113026,The Consequences of Forced Versus Selected Political Media Exposure,Human Communication Research,Bruce Bimber,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bruce+Bimber,Bruce,male,0.98,10698,True,male,99,14681,Bimber,white,"Department of Political Science, University of California, Santa Barbara, CA, USA","University of California, Santa Barbara",https://ror.org/02t274463,Education,,US
10.1093/hcr/hqy002,https://academic.oup.com/hcr/article/44/3/299/4956830,"Comparing Mediational Pathways for Narrative- and Argument-Based Messages: Believability, Counterarguing, and Emotional Reaction†",Human Communication Research,Nick Carcioppolo,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nick+Carcioppolo,Nick,male,0.98,46290,True,male,98,55264,Carcioppolo,white,"Department of Communication Studies, University of Miami, Coral Gables, FL, USA",University of Miami,https://ror.org/02dgjyy92,Education,Florida,US
10.1111/j.1753-9137.2012.01150.x,https://academic.oup.com/ccc/article/6/1/161/4054456,"Our Home Is Here: History, Memory, and Identity in the Museum of Chinese in America","Communication, Culture and Critique",Le Han,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Le+Han,Le,male,0.79,23550,True,male,68,8970,Han,Asian,"1 Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA, 19104, USA",School District of Philadelphia,https://ror.org/035z3t173,Education,Pennsylvania,US
10.1111/j.1460-2466.1976.tb01358.x,https://academic.oup.com/joc/article/26/1/58/4553713,The Cultural Deficit in Broadcasting,Journal of Communication,Louis B. Schwartz,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Louis+Schwartz,Louis,male,0.97,26805,True,male,97,22473,Schwartz,white,"1 Louis B. Schwartz is a Benjamin Franklin Professor of Law. University of Pennsylvania Law School. Charles I. Cogut and Terrence M. Finn, then students in Law and Communications at the University of Pennsylvania, made the Philadelphia survey referred to in this article, as well as other substantial contributions to the analysis",The University of Law,https://ror.org/00bge3r76,Education,,GB
