authorIndex,doi,year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
3504,iyairhkpvjfowqstwbkn,2007,Journal of Communication,1.0,US,M,White,Education
3505,yuufcaygomauyuxevlay,2017,Human Communication Research,1.0,US,M,White,Education
3506,qeswrtsfzdbtjnlpjzgn,2020,Journal of Communication,1.0,US,M,White,Education
3507,gtrhtacunrpgiyfigrcl,2005,Human Communication Research,3.0,CA,M,White,Education
3508,jzpfjyuynwwropgyqqaq,2004,Journal of Computer-Mediated Communication,2.0,US,M,White,Education
3509,umyhqkcsijffgbszhbwr,2022,Journal of Communication,1.0,US,M,White,Education
3510,crnorjguuosazdhwiwmx,2014,Human Communication Research,1.0,IL,F,White,Education
3511,brqgezixvisrqnmkejlo,2015,"Communication, Culture and Critique",3.0,US,F,White,Education
3512,mgtsirovbsmtntzxzpoz,1995,Human Communication Research,3.0,US,M,White,Education
3513,vbkxbcxwkonhstgvegxa,2012,"Communication, Culture and Critique",1.0,US,F,Asian,Education
3514,hnnwplcyopjupebxuvbb,2014,Journal of Communication,1.0,DE,M,White,Education
3515,gygjwjkjkzykytlkazhp,1985,Human Communication Research,1.0,US,M,White,Education
3516,kqgqwqqkqpwkcyqcmngs,2002,Journal of Communication,2.0,US,M,White,Education
3517,dckxdrararwgplnvqpvf,2005,Journal of Communication,1.0,US,F,White,Education
3518,oebuccrvfrggfftbrgga,2014,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
3519,maxsapgnsdmojfcgaylp,1998,Journal of Communication,1.0,US,M,White,Education
3520,ueemgcmetzxlkrtcgwtq,1981,Journal of Communication,1.0,US,M,White,Non Education
3521,vohydjurtivawoklywkm,2012,"Communication, Culture and Critique",1.0,US,M,White,Education
3522,rxrirnhxfbiibfvltion,1997,Human Communication Research,3.0,US,M,White,Education
3523,rdauljqfjcvtuvkjxade,1981,Journal of Communication,1.0,US,M,White,Education
3524,hguvzybymynxzxjkndje,1979,Human Communication Research,1.0,US,F,Hispanic,Education
3525,zphuwsuyheulduirutew,1968,Journal of Communication,1.0,US,M,White,Education
3526,aokwxhlfaczblybuypze,2020,"Communication, Culture and Critique",2.0,US,M,Hispanic,Education
3527,jscaqnmqmvouxoitboku,2017,Journal of Computer-Mediated Communication,5.0,US,M,White,Education
3528,kbobzqzertfholuhllmv,2010,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
3529,kemphvnuuxymyplhrztw,2022,Human Communication Research,5.0,US,M,White,Education
3530,aqokwzcyzhqoavjrxckq,2006,Journal of Computer-Mediated Communication,2.0,US,F,Asian,Education
3531,rglrzekdyyhscbgpquez,2008,Journal of Computer-Mediated Communication,2.0,US,M,White,Education
3532,knqfuiogefrxyhhtychi,2001,Journal of Computer-Mediated Communication,2.0,AU,F,White,Education
3533,drjgfrwhldxinuulyssc,2017,Journal of Computer-Mediated Communication,2.0,US,M,White,Education
3534,adlbwfgmpeiituhauook,2018,Journal of Communication,2.0,US,M,White,Education
3535,ixpfqeipqfwemtsixntv,2009,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
3536,gtvofqnslishluthdlnl,2013,"Communication, Culture and Critique",2.0,GB,F,White,Education
3537,acksimcbyzsmipsgtzjh,2010,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
3538,cnngaewylfwmgusjlasa,1979,Human Communication Research,2.0,US,M,White,Education
3539,sypnlzpuhdrawdvhmrwd,2007,Communication Theory,1.0,CA,M,Hispanic,Education
3540,atyxhiundtkmspeevxls,2017,"Communication, Culture and Critique",1.0,US,N,White,Education
3541,mogrkzrsflhgcmlcdlxj,1989,Journal of Communication,1.0,US,M,White,Education
3542,qxvgjmlnnurwwsjqmgmz,2004,Human Communication Research,6.0,US,F,White,Education
3543,qtarxzszluicujjmvnnn,2007,Human Communication Research,2.0,US,M,White,Education
3544,lhztvysvzzozqalspnvh,1990,Journal of Communication,1.0,US,M,White,Education
3545,dlwjtcefthuanfwkvaud,2005,Journal of Computer-Mediated Communication,1.0,US,M,Asian,Education
3546,bijcedssafwvtefimtig,2016,Communication Theory,1.0,US,M,White,Education
3547,hjlaxzvfwanjocqkrlwk,2013,Journal of Computer-Mediated Communication,1.0,US,F,Asian,Education
3548,eempnkckxjvwnosnpijw,2009,Journal of Computer-Mediated Communication,3.0,BE,F,White,Education
3549,nvslldbgjxdjroctqzxo,2017,Human Communication Research,3.0,US,F,Asian,Education
3550,kunjcgvcgwwghhddnikz,1976,Journal of Communication,1.0,US,M,White,Education
3551,lljfmabyqfrayrbhcnbj,1986,Human Communication Research,1.0,US,M,White,Education
3552,erigsdmgcdubrqprpvgg,2014,Journal of Communication,1.0,US,M,Asian,Education
3553,gzomfyrwfptvatbnfldn,2002,Journal of Computer-Mediated Communication,2.0,CA,M,White,Education
3554,kboljhmqgzlxibnykfug,2022,Human Communication Research,3.0,US,F,Asian,Non Education
3555,xvdrqnwdotnsxizurvby,2003,Journal of Computer-Mediated Communication,1.0,KR,M,Asian,Education
3556,njjscwrkgybuiquijedk,1981,Human Communication Research,3.0,US,M,White,Education
3557,ufvqajohqysnrdzrzwhi,2001,Human Communication Research,5.0,US,F,White,Education
3558,lsjtiyckcpyghtnprnjf,2007,Journal of Computer-Mediated Communication,2.0,GB,M,White,Education
3559,jbfdfslrcrdrjtkyxrkh,2020,Communication Theory,1.0,US,M,White,Education
3560,shtyeygqjuvryrwgyymv,1983,Journal of Communication,2.0,FR,M,White,Education
3561,vulfiddnhqxnamosyfck,1984,Journal of Communication,2.0,US,M,White,Education
3562,ejbqtxvozqeurcizwkue,1998,Human Communication Research,3.0,US,M,White,Education
3563,lficxtfegxwiujjdhhax,2015,Journal of Communication,7.0,FI,M,White,Education
3564,mxgzxtnfcflklaliwbcn,2003,Journal of Computer-Mediated Communication,3.0,ES,M,Hispanic,Non Education
3565,aikvuwuyhkdombxfaijm,1976,Human Communication Research,2.0,US,M,White,Education
3566,vinxoeaypwlcscfiagwg,2021,Communication Theory,2.0,IL,M,Middle Eastern,Education
3567,aridbjlthwtvncxdednj,2005,Journal of Communication,2.0,US,M,White,Education
3568,obdmqnlwsqtattvrofli,2013,Journal of Communication,1.0,CN,F,Asian,Education
3569,nwbjtzqgmopdcesocnoq,2014,Communication Theory,1.0,US,F,White,Education
3570,slyyswycnaafvjspracp,2015,Communication Theory,1.0,US,M,White,Education
3571,blcgvdlpzxjbhnphourp,2006,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
3572,srkbkwdkjcdrvxkvkgvi,2014,Journal of Communication,1.0,DE,M,White,Education
3573,fplrzvtmcxsninitaegc,1994,Human Communication Research,1.0,US,M,White,Education
3574,usvjzwgmemkobojyfrsf,2013,Journal of Communication,4.0,US,M,White,Education
3575,cnxkkvbzazonalbuijmm,2004,Human Communication Research,4.0,US,F,White,Education
3576,zqalxcpyynluahkkpaez,1975,Journal of Communication,1.0,US,M,White,Education
3577,refbzvlytwididgmggab,2007,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
3578,wwbzbqbomdwdjdcwrwwv,2012,Journal of Computer-Mediated Communication,2.0,NL,M,White,Education
3579,yhomhpwoxihqmlwlamqz,2014,"Communication, Culture and Critique",1.0,US,F,White,Education
3580,utoicxdjzgjurgtibndq,2021,Communication Theory,1.0,US,F,White,Non Education
3581,ntwbczozoltkypeppdwb,1976,Journal of Communication,1.0,US,M,White,Education
3582,esvspcxiwhsuvwpnhrsy,1969,Journal of Communication,2.0,US,M,White,Education
3583,mlgedshesbvkfgitqsqd,2022,Journal of Computer-Mediated Communication,2.0,CN,F,Asian,Education
3584,twvdjfhreyehjqdxnsbd,2022,Journal of Communication,1.0,DE,M,White,Education
3585,hnllhcqfkbjhkkxfsait,1983,Human Communication Research,3.0,US,F,White,Education
3586,eaxkycpkxxqybqiqkoow,2002,Journal of Communication,4.0,US,F,White,Education
3587,aiysdzzzvonedrpfeyky,1993,Journal of Communication,1.0,SE,M,White,Non Education
3588,mlemnpvxxlbnpxpcmeil,1997,Human Communication Research,2.0,US,F,White,Education
3589,xmlkaaqnxfpaughoghph,2010,Journal of Computer-Mediated Communication,3.0,NL,M,White,Education
3590,eijfunqftwhvmgkurzlm,1985,Human Communication Research,3.0,US,F,White,Education
3591,xttzzijemtxqghnziove,1988,Journal of Communication,4.0,US,M,White,Education
3592,lbrxifvhohoobaqhpvne,2010,"Communication, Culture and Critique",1.0,US,M,White,Education
3593,wuabexixjmvrkzdwcyim,2019,"Communication, Culture and Critique",1.0,US,F,Asian,Education
3594,muxeebgsuianwimqipcq,1984,Human Communication Research,2.0,US,M,White,Education
3595,rtxbpwdyrgnhjckxuvym,1989,Journal of Communication,2.0,US,M,White,Education
3596,nnyaimakzezgnyivhtwy,2010,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
3597,fqtjxrcxzwyuxmxkoyer,1981,Human Communication Research,2.0,US,M,White,Education
3598,ezreufnuytswylxqbpmr,2006,Human Communication Research,4.0,US,F,Black,Education
3599,ddfohtccnwsbatvwenjq,2007,Communication Theory,1.0,US,M,White,Education
3600,xqsbwicxguugowfoyuzt,2018,Journal of Computer-Mediated Communication,1.0,NL,F,White,Education
3601,lfmzywpcazjgkecrjtlf,1986,Human Communication Research,1.0,US,M,White,Education
3602,lrvcqxpqbmkjigtakmnu,2018,"Communication, Culture and Critique",1.0,US,M,White,Education
3603,rupgnwhmqilnywmkdxex,1975,Journal of Communication,1.0,US,M,White,Education
3604,hnllhcqfkbjhkkxfsait,1983,Human Communication Research,1.0,US,M,White,Education
3605,piygrtvammbqcxvhktec,2013,Communication Theory,1.0,US,F,White,Education
3606,rvzwlwkyirszheqxkaot,2004,Communication Theory,2.0,US,F,White,Education
3607,wnqsuwmbbppvvfkvguhw,2013,Journal of Communication,2.0,US,M,White,Education
3608,qtechobzldbdjdjrwjbx,2005,Journal of Communication,1.0,US,M,White,Education
3609,ftveyzeufumyhcyayirm,1980,Journal of Communication,1.0,US,F,White,Education
3610,nvkjezeikppfcabesskx,2014,Journal of Communication,1.0,US,F,White,Education
3611,dfzmvewyvhucvyqnyhce,2021,Journal of Communication,1.0,US,F,Asian,Education
3612,ezbemdqqoikuytfljxyr,2009,Human Communication Research,1.0,US,F,White,Education
3613,thcdizrbntpzuppqwvdu,2001,Communication Theory,1.0,US,M,White,Education
3614,ovkyfxahpwvjmivfxbjg,2005,Journal of Computer-Mediated Communication,3.0,US,M,White,Non Education
3615,ayygryrlxxwuybwbwsdy,1975,Journal of Communication,1.0,US,M,White,Non Education
3616,jvfaczbdcvapikxqtvej,1981,Journal of Communication,1.0,US,M,White,Education
3617,fubgdajwsktnigjaentp,2017,Human Communication Research,2.0,US,M,Asian,Education
3618,bangxrcvgfgbitssptqu,2022,Journal of Communication,1.0,US,M,White,Education
3619,ikdpjtnsbvjmqilnmpsj,2012,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
3620,blpfgfvhpvylebsyycnd,2006,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
3621,jhiqmivqpwbsocjvarjh,1989,Human Communication Research,1.0,US,F,White,Education
3622,aqjonbgiwhhufesmkzso,2003,Journal of Communication,1.0,US,F,White,Non Education
3623,hxxstrrcxscxmlgsofek,2018,Journal of Computer-Mediated Communication,3.0,US,F,White,Non Education
3624,kqwiicfoewgkphmhuekh,2020,Communication Theory,1.0,US,M,White,Education
3625,xrlpvvsufuwkabajdlsd,1980,Journal of Communication,1.0,US,M,White,Education
3626,rfketyycwitghgtfsboh,2021,Human Communication Research,1.0,US,M,White,Education
3627,cdetufoxonkxyuerwbhf,1980,Journal of Communication,1.0,US,F,White,Education
3628,sktcvjiecmczkvnmvadr,2007,Journal of Computer-Mediated Communication,2.0,DK,F,White,Education
3629,qwluohqfqjszjypihdug,1986,Human Communication Research,2.0,US,F,White,Education
3630,dgbgipmdhkadirekipye,1982,Journal of Communication,1.0,US,M,White,Education
3631,rngcaehgyanblkimynim,1994,Journal of Communication,1.0,US,F,White,Education
3632,etkohqxwtxhatdwlliyo,2003,Communication Theory,2.0,US,F,White,Education
3633,ksrhugltvxaawricxvke,1976,Journal of Communication,1.0,US,M,White,Education
3634,aikvuwuyhkdombxfaijm,1976,Human Communication Research,3.0,US,M,White,Education
3635,koobldkgjrkdanxnrprp,2017,Human Communication Research,4.0,NL,F,White,Education
3636,pwwwhymlzxmorklralmp,2020,Journal of Communication,2.0,AT,F,White,Education
3637,mrlfhfyfuudmhdrbpjlm,2010,Journal of Computer-Mediated Communication,3.0,AU,F,White,Non Education
3638,qxdjhyphdjdzmonrnzsd,1968,Journal of Communication,1.0,US,M,White,Education
3639,pmidouxbngpbretdssns,1995,Journal of Communication,1.0,US,M,White,Education
3640,ilkgqbeeplqprxqqlazd,2006,Journal of Communication,3.0,US,F,White,Education
3641,mtbzjqopjifttkqvoeet,2003,Journal of Communication,3.0,US,M,Hispanic,Education
3642,fzcnovytkklsshnjpxqb,2006,Journal of Communication,1.0,US,M,White,Education
3643,vblnrjxeqaftenkccifv,2006,Journal of Communication,2.0,BE,M,White,Education
3644,tnhjieuguzjmghfhxsna,2003,Journal of Communication,2.0,GB,M,White,Education
3645,yjrusfxgiwuwcavlpcje,2001,Journal of Communication,1.0,US,M,White,Education
3646,ofeoiovehvulzlsoufvv,2010,Journal of Communication,2.0,US,F,White,Education
3647,bangxrcvgfgbitssptqu,2022,Journal of Communication,4.0,US,F,White,Education
3648,ezrvjrygkimorylhrnyf,2018,Journal of Communication,3.0,AU,M,White,Education
3649,voxfwbkxtsybzjzpmnsm,2021,"Communication, Culture and Critique",1.0,US,M,White,Education
3650,aestnupixihpyqcjsqks,2013,Journal of Communication,1.0,DK,M,White,Education
3651,vjmmhkbrnlmwtaftkzkw,1995,Communication Theory,2.0,US,F,White,Education
3652,orkzmxbryhdokiswzidc,2012,Communication Theory,2.0,US,M,White,Education
3653,xsviqveseldvmobftjxf,1976,Human Communication Research,2.0,US,M,White,Education
3654,zgrvblqzkrcvlzsolwcp,2015,Journal of Computer-Mediated Communication,4.0,NL,M,White,Education
3655,uatzgfogjxuoqladnyfh,2017,"Communication, Culture and Critique",1.0,IL,M,White,Education
3656,fzixbjavljzwekbvkwdh,2015,Human Communication Research,1.0,NL,F,White,Education
3657,lbkhxcfhevcwbejfmiui,2003,Communication Theory,2.0,NL,M,White,Education
3658,hxghyuznckdebhbviydu,2009,Human Communication Research,2.0,US,M,White,Education
3659,mixybqwgzhmiphtrmpsb,1973,Journal of Communication,2.0,US,M,White,Education
3660,utnaskxdnumdbgpvtnpn,1969,Journal of Communication,2.0,US,M,White,Non Education
3661,gxkrzsraxnktnlpnlrte,1985,Human Communication Research,1.0,US,F,White,Education
3662,xiddnypoyamythxlotme,1966,Journal of Communication,1.0,US,M,White,Education
3663,yeknrcjycxfrtcxoteqt,2016,Journal of Communication,4.0,US,M,White,Education
3664,fqilfmblqavnngghgicf,1975,Human Communication Research,1.0,US,M,White,Education
3665,nexzofzvqamirdhkbrhs,2019,Journal of Computer-Mediated Communication,6.0,US,F,Asian,Education
3666,nijkcjknecwhaywxpdew,1978,Journal of Communication,1.0,US,M,White,Education
3667,ippyvnyzzfzswzcaifpe,2015,Journal of Computer-Mediated Communication,1.0,KR,M,Asian,Education
3668,jdjcorvjlpbniuisbnta,2016,"Communication, Culture and Critique",1.0,US,M,White,Education
3669,tfycojxpavlxtwewetsu,1972,Journal of Communication,1.0,US,M,White,Education
3670,ozzloklrvwrjqiyumspx,2009,Communication Theory,2.0,DE,F,White,Education
3671,jtwxbjtzwvcqeqewkgze,2008,Journal of Communication,1.0,US,M,White,Education
3672,fadptpdsqecolmtaiyum,2016,Communication Theory,2.0,US,M,White,Education
3673,ozujukouezkdkiumpygm,1999,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
3674,fggmxyuricnykaobuhxl,2021,Communication Theory,1.0,US,M,White,Education
3675,mqssozpfphjtggjieome,1955,Journal of Communication,1.0,US,M,White,Non Education
3676,ivlmjjeogqbefmbbdias,2012,Journal of Communication,2.0,US,M,White,Education
3677,ajlkeaztojdpzdjshynv,1974,Journal of Communication,1.0,US,F,White,Education
3678,luhxtgmsbttulcjpusxs,2001,Communication Theory,1.0,US,M,White,Education
3679,nehrjkuuvlaaxcnbmbut,1978,Human Communication Research,1.0,US,F,White,Education
3680,jzpfjyuynwwropgyqqaq,2004,Journal of Computer-Mediated Communication,3.0,US,M,Hispanic,Education
3681,hpolcuqrkrqpnhfoytla,2022,Communication Theory,3.0,IL,F,White,Education
3682,rsoxebqyvxofpwiuzanq,2010,"Communication, Culture and Critique",1.0,US,M,White,Education
3683,qertzrwgafdsfqfedvkg,2018,Human Communication Research,4.0,BR,F,Hispanic,Education
3684,yquzjnqmoodshyndhohp,2003,Journal of Communication,1.0,US,M,White,Education
3685,lbzwjpguknclzkqdvqen,1998,Human Communication Research,3.0,US,M,White,Education
3686,chnmoreasmypybuoatxa,2009,Communication Theory,1.0,US,M,White,Education
3687,vqsbsqgytvekjjncrwus,2018,Human Communication Research,1.0,US,F,White,Education
3688,jdfydprdtgdnkwdapqkz,2015,Journal of Computer-Mediated Communication,3.0,CH,M,White,Education
3689,iioeghulmbokyhhsjova,2014,Journal of Communication,1.0,US,M,Asian,Education
3690,hlpkxufyzsirhcezciab,2013,Journal of Communication,1.0,NL,M,White,Education
3691,ugbiftoetnxbvgilxnbl,1972,Journal of Communication,2.0,US,M,White,Education
3692,xxuulqjwmffwfzlqtbqk,2011,"Communication, Culture and Critique",1.0,US,M,White,Education
3693,jxwtuzqrzfknrrorhmcx,2019,Human Communication Research,1.0,AT,F,White,Education
3694,knrlznohywicdpxlyfyx,1974,Journal of Communication,1.0,US,M,White,Education
3695,uscxulcbuamzakgpbggb,2020,Communication Theory,2.0,FI,M,White,Education
3696,swsilenztehvwkmqsspt,2001,Human Communication Research,2.0,CA,F,White,Education
3697,uwdjegtddexwyjkskvea,2018,Human Communication Research,1.0,US,M,Asian,Education
3698,vqjjivlrtylyfhhnnqfp,2020,Journal of Communication,1.0,US,F,White,Education
3699,amfrhsmavylutgbezobe,1974,Human Communication Research,2.0,US,M,White,Education
3700,coxxpsbpgfdtqebmicmj,1995,Human Communication Research,1.0,US,F,White,Education
3701,qjxhkjctcnjublccngcp,2017,"Communication, Culture and Critique",1.0,US,M,Asian,Education
3702,ybyilekbhtowyfplevee,2016,Communication Theory,1.0,CA,M,White,Education
3703,xtmfnpkxqwoukgrjjcvx,2010,Human Communication Research,1.0,US,M,White,Education
3704,oahgiztdtrtifqrzdmhf,1990,Journal of Communication,1.0,US,M,White,Education
3705,stmxofevdwdegjmhwzyh,2011,Human Communication Research,2.0,US,M,White,Education
3706,rifytpjmwskgdvxnoakx,2011,Journal of Communication,1.0,US,M,Hispanic,Education
3707,tklbeideqowforsruurt,2011,Journal of Communication,1.0,US,F,White,Education
3708,ttoxtyhrmqgozvltzcbu,1978,Journal of Communication,2.0,US,F,White,Non Education
3709,ojhhiuopvzitpaazhhow,1991,Journal of Communication,2.0,US,F,White,Non Education
3710,kciidmaxmnsbpgsfxbbz,1990,Human Communication Research,1.0,PH,M,White,Education
3711,knaahfcsquucgynekoak,1990,Human Communication Research,2.0,US,F,White,Education
3712,atkzvafctagsqtrgreay,2009,Journal of Communication,2.0,US,M,White,Education
3713,ypmrgrkaeluwiqccvokv,1993,Journal of Communication,1.0,US,F,White,Education
3714,obklgmcmhnuwdvqqkrnx,2013,Communication Theory,1.0,CH,M,White,Education
3715,czmsdcdqtrbnfgcdzatj,1998,Journal of Communication,2.0,AU,M,White,Education
3716,qpiyfcztofxxdhfrtsfs,1979,Journal of Communication,1.0,US,F,White,Education
3717,fjegmeifojeejyipznms,1982,Human Communication Research,2.0,US,M,White,Education
3718,tghekctkpsqdgezydyik,1979,Human Communication Research,1.0,CO,M,White,Education
3719,kgigdmawfedroykgubuy,1986,Journal of Communication,1.0,US,M,White,Education
3720,dxbmvtxusjafxdeyvweu,2018,Communication Theory,1.0,TW,F,Asian,Education
3721,pnadfcvbtjfegtnaxohv,1994,Human Communication Research,3.0,US,M,White,Education
3722,ecsusyuhfxzgxagzzhaw,2003,Journal of Computer-Mediated Communication,1.0,NL,F,White,Education
3723,svjuwwgjdltwhynbitiv,2016,"Communication, Culture and Critique",2.0,US,F,Asian,Education
3724,vrgquxtteqxwefrlraca,2016,Human Communication Research,2.0,KR,F,Asian,Education
3725,gdrlveyiudrxholyntaw,2006,Human Communication Research,3.0,US,M,White,Education
3726,syhcjokhihwllpguixvn,2015,Journal of Communication,2.0,US,F,Asian,Education
